proposal_id,end_date,token_id,unique_voters,unique_token_holders,voter_turnout_rate
0x0ad8168a1b388b0e9771cae6d317619ad5428dd6788a457fea7d533d2fcd88d2,2024-04-12,aave,540,167125.36666666667,0.003231107346361344
0x1ef144485f473c7049f56db0818c09a74ca92d6f67975f5dc620cccd9646e015,2024-04-07,aave,630,166940.2,0.0037738064288889072
0xfdd5f215f845ec1733f07997160864af31d6fb5347dc868684476ef42494f0b8,2024-04-07,aave,583,166940.2,0.0034922684889559254
0x4bf182cff2248f9dcaf11e6d30791fc44f9d1c5fd4116fe66903dec39ca56810,2024-04-06,aave,574,166903.16666666666,0.003439119888877683
0x12a6595813c54482f48c825046ae701c45c5a8ac4d103c9a770c97d73b1345d6,2024-04-06,aave,525,166903.16666666666,0.003145536483729588
0xb7226dd6441b67225924082215f7a512bfd98252897ee43a879084e07ab53607,2024-04-05,aave,517,166866.13333333333,0.0030982919641772727
0x770ff4e02634c77aaa09952345551168920f7878b32ab03fcef92763a5fb70ab,2024-03-30,aave,562,166694.25806451612,0.0033714418632373507
0xa55b5d76e615acfc631c150f28774cf2c155908aa715fa35f6ccd9e2a2dfade6,2024-03-29,aave,582,166682.38709677418,0.0034916706566129056
0x6a92d0372dbd8c1b7c1b4bc44aeb11793ff171b72a1c54a66decff6a6df08d4e,2024-03-29,aave,561,166682.38709677418,0.003365682540137182
0xc26346b891974968c6fa1745b2cfa869d2d0e5875e9fc2bd661167ae19314c6b,2024-03-25,aave,684,166634.90322580645,0.004104782292057467
0x3dc8b06441d0f1dcd6f4a53d06d62e9bb1ac87ced19020d9c735854bbf68b835,2024-03-22,aave,1273,166599.29032258064,0.007641088971838551
0x4067d91ef5864925136d10ec9419f032a70f7e6489740386e348488426656274,2024-03-22,aave,1092,166599.29032258064,0.006554649770029614
0x9fb23244675bb07e1b5406fa4276aeeb712a80026721e2321ce41bd0e612de73,2024-03-22,aave,1045,166599.29032258064,0.0062725357231510495
0x7f0a1decfe7c5b23078759c18db87c0dc43aadaaf981b53da734823b866cf201,2024-03-22,aave,1024,166599.29032258064,0.006146484766035095
0xf453667458e093dcd5bd986e0a62b4ef9dc914dca56ef97a8dc28ca89af6c8d3,2024-03-20,aave,883,166575.5483870968,0.005300898052264186
0xe2dd228640c3cad93f5418c40c4b5743b3c6c85aa0aae9eee53cbdbca2ed5c2d,2024-03-19,aave,650,166563.67741935485,0.0039024114385005134
0xcff2253ff9d74193354370fe95ebe0fe2f0b6f34873281d1b9b55b9f51dea011,2024-03-19,aave,615,166563.67741935485,0.003692281591812024
0x3263dbee34f5afe513a1a6c5bcd5207684cee03473e1b3d7616993dbd87ab881,2024-03-19,aave,602,166563.67741935485,0.0036142333630420137
0xbc5471496bbc2beda343625cee22c34fc9672785112cc5d19a25ca87c5b422c3,2024-03-17,aave,669,166539.93548387097,0.004017054516421325
0x484145c111c232e1ea7b71222b542d7aa9445fee65e1cacd1ef79c0edae86345,2024-03-17,aave,641,166539.93548387097,0.003848926674179476
0x226be983f6e70fd1fbf004c2757dbc575b767c918c9a964d3a6a1b026c8806af,2024-03-15,aave,756,166516.1935483871,0.004540098977102295
0xac80b6d5488c4949e30013d8ed88189ed48b64cb47580bee46921b28e3899bb7,2024-03-15,aave,688,166516.1935483871,0.004131730286040184
